precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.5070993914807302,0.16591363852130767,0.24188776951066154,0.4511156186612576,0.28873552917567513,0.3383829236233396,0.39988743508013286,0.37475150920709005,0.3721752539397769,11,1
