precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.40320000000000006,0.2537453960483911,0.29164624473644574,0.3468603174603174,0.40173782423560994,0.35069790137033546,0.31260307470307463,0.4974087381448163,0.365402469806633,7,7
0.4312,0.26761152830781987,0.31007361165294317,0.3666603174603174,0.42169400314442046,0.3700468983339579,0.3194030747030747,0.5060666206499562,0.3725211235520425,7,8
0.4116,0.2574647958463815,0.29705952491720145,0.3574603174603175,0.40915412446432436,0.3598345696724692,0.31246974136974137,0.4965637177423017,0.3649044718904871,7,9
0.3644,0.22515447142172473,0.26067864453963524,0.3150603174603175,0.3665794551115018,0.31930353211978435,0.2827364080364081,0.45702570387614805,0.3324353136508291,7,10
0.3608,0.22506935097514918,0.25941007219446555,0.32086031746031746,0.3723311324957778,0.3240811034747731,0.2938030747030747,0.47055955181044357,0.34383613184651507,7,11
0.414,0.2569021866379384,0.2973053970940101,0.35086031746031743,0.40563734730767304,0.35449844201930886,0.3074030747030747,0.4917629216657619,0.35981402151633973,7,12
0.4164,0.26062107090361564,0.3003848570939113,0.3550603174603174,0.40956567704728625,0.35850151317183176,0.3168697413697414,0.5023582345311818,0.3696240912250308,8,1
0.39080000000000004,0.24333205549579218,0.28027063912226396,0.3380603174603175,0.3901236818338379,0.3412549551500562,0.29713640803640806,0.47738586307863123,0.3484457991972168,8,2
0.364,0.22473627476368424,0.26079107451800265,0.3040603174603175,0.35556555228160763,0.3087549774690339,0.27553640803640805,0.4471447762556862,0.32450314645656586,8,3
0.4056,0.25489322914625445,0.29326460952981076,0.3428603174603174,0.3988910522455414,0.34736845420230117,0.305136408036408,0.4869938616322282,0.3567543049425673,8,4
0.41440000000000005,0.2561812740963737,0.29687506033843974,0.34846031746031747,0.40108185248131073,0.35114197434338645,0.3074030747030747,0.4897311677526444,0.35902930766486296,8,5
0.402,0.24786455693827816,0.28807235516369506,0.34846031746031747,0.40238457137404504,0.35162923498876986,0.307536408036408,0.4901018791482818,0.3593951791365798,8,6
0.3916,0.24379496622938537,0.28101491532329853,0.3448603174603174,0.3998171034393036,0.34906618149934204,0.3079364080364081,0.4907086981005812,0.3599721832517844,8,7
0.37320000000000003,0.23102325445029037,0.2672462355738939,0.33446031746031746,0.3854038715814729,0.3371258892243247,0.2994030747030747,0.47871290482100826,0.3502037730519024,8,8
0.4,0.24672510765932493,0.28609338928386624,0.34266031746031744,0.3949901316345421,0.34565562951935375,0.2980697413697414,0.47596586784538053,0.34844762428801845,8,9
0.40840000000000004,0.2566476800618206,0.2949162214928854,0.3460603174603175,0.40039383530998146,0.34976383167429426,0.3068697413697413,0.4878498196889434,0.3582100600342246,8,10
0.37320000000000003,0.2294819743823378,0.266183892596893,0.32186031746031746,0.3762425050127231,0.32677615303563223,0.287536408036408,0.46183979866807634,0.33731964116805147,8,11
0.376,0.22910391372348904,0.2671409313312319,0.33286031746031747,0.3831976251677658,0.33542174689677007,0.2962030747030747,0.47287937924237566,0.34627682886538547,8,12
0.3908000000000001,0.24552683939864245,0.2826280812663277,0.33706031746031745,0.39107128259310925,0.34069991192960125,0.3034030747030747,0.4848092324703409,0.3550302789051458,9,1
0.39,0.23888654704876938,0.2783287330949918,0.33066031746031743,0.3837941140649682,0.33469893119580824,0.296336408036408,0.4754615740143705,0.34740829087243447,9,2
0.38039999999999996,0.23758680565071397,0.2735027802344932,0.33706031746031745,0.3923545713489683,0.3413523454354748,0.29833640803640804,0.4762773696624888,0.3489235439435206,9,3
0.37920000000000004,0.23695432747644013,0.2732654247371156,0.33366031746031743,0.3880876440899055,0.33785394276733316,0.30033640803640804,0.4828936332180106,0.35251639073114466,9,4
0.41120000000000007,0.2542567682242975,0.2941671777685784,0.3510603174603175,0.4056148302332815,0.354416359799416,0.30500307470307475,0.4871683111217066,0.3564986614555662,9,5
0.41,0.2574486184822939,0.2964877624702687,0.35166031746031745,0.40821490683653155,0.3557544800663032,0.31180307470307467,0.4974138852446667,0.3645622104351371,9,6
0.3916,0.23883162699723812,0.2791358707831541,0.3448603174603174,0.397708985679372,0.34784616152402303,0.3054030747030747,0.48585414703576635,0.3565078858302768,9,7
0.4216,0.2612781912457205,0.30265653614585347,0.3602603174603175,0.41438964455699545,0.3629766669279841,0.31380307470307467,0.4995477411318036,0.3667295315487895,9,8
0.41840000000000005,0.2603753944325219,0.30097662747811965,0.3610603174603174,0.4152487352027431,0.3640910740868211,0.31993640803640805,0.50740060698227,0.3732339218564186,9,9
0.39320000000000005,0.24587551218281126,0.28364716100978965,0.34186031746031753,0.3981602145820109,0.3465597110163551,0.3054030747030747,0.4899801794999096,0.35803980567519134,9,10
0.408,0.2577755984479568,0.29583235048688455,0.3488603174603174,0.4048141250447752,0.3531752903952051,0.3112697413697414,0.49607900038396063,0.3638479479192437,9,11
0.40720000000000006,0.2514291485301614,0.2915996001867837,0.35466031746031745,0.41115381996470296,0.35885919496964913,0.3152697413697414,0.502250542393075,0.3687087178324703,9,12
0.4328,0.26701195122212756,0.3100418656662705,0.36166031746031746,0.41407601957700896,0.36381655584642464,0.31553640803640803,0.5018190029859164,0.3685908370873817,10,1
0.364,0.22200793870607438,0.2582149361754249,0.3160603174603175,0.3658303341229845,0.31938204092246236,0.285536408036408,0.45955602810738766,0.3350011578038402,10,2
0.4268,0.2666453432114019,0.3077990685043365,0.3646603174603174,0.41920523039924035,0.36753588683542454,0.31753640803640804,0.5043786897328154,0.370647649070821,10,3
0.42560000000000003,0.2654311668364838,0.306223894804604,0.3652603174603175,0.4212351056922567,0.3689061210514491,0.31820307470307474,0.5041444033160819,0.3710963012844343,10,4
0.36560000000000004,0.22667049226031594,0.26197517110048174,0.32346031746031745,0.37567508457078386,0.3273006711988181,0.2939364080364081,0.47253285672813194,0.3447021267630258,10,5
0.40120000000000006,0.2498175116947933,0.28871471559601297,0.35086031746031743,0.40576602322710814,0.3544407656731608,0.3114030747030747,0.49503872572938395,0.3637428112423346,10,6
0.39920000000000005,0.2482020005719292,0.2870034810039187,0.34406031746031746,0.3983931435093973,0.3478631337020845,0.304736408036408,0.4873738494381784,0.3567062386886451,10,7
0.3912,0.24302042623549555,0.28157910653125023,0.3398603174603175,0.393693519827515,0.34345307038413647,0.306736408036408,0.4874247652234595,0.358088563840811,10,8
0.412,0.2545639942227,0.29543909416990766,0.3564603174603175,0.4104813610306476,0.3594822505492198,0.31273640803640806,0.4977874532600606,0.3654793957381321,10,9
0.4004,0.24992374225498803,0.28824948436814246,0.34746031746031747,0.4009928794287928,0.351039310125438,0.3054030747030747,0.4898811704599125,0.3579846837535164,10,10
0.41960000000000003,0.2594195081248251,0.3008751418676403,0.36186031746031744,0.4161968752608374,0.3644344868728345,0.31366974136974135,0.4979391851078282,0.3658609050010103,10,11
0.3664,0.22571319861656716,0.2615486462244112,0.32986031746031746,0.3831763941715045,0.3334405142346434,0.3006030747030747,0.48031943163649987,0.35171499007135454,10,12
0.44439999999999996,0.2739279657118431,0.3181508925621846,0.37386031746031745,0.42976453022680644,0.3773448759285158,0.3286030747030747,0.5186749898004609,0.3827736660289504,11,1
0.4068,0.2525694779779381,0.29299176812705857,0.3500603174603175,0.4057471451092194,0.3543505165584175,0.3074030747030747,0.49211101273043323,0.36000593914198475,11,2
0.40720000000000006,0.251887829489152,0.29196192040344704,0.35526031746031744,0.41134184450765077,0.35933616044802363,0.31273640803640806,0.4975704269887942,0.36537080245300113,11,3
0.4136,0.25387158580265995,0.2952393088290326,0.3536603174603175,0.4075101802679505,0.35680476552447354,0.313936408036408,0.4995799404775041,0.3669783557218226,11,4
0.4020000000000001,0.2503249478518122,0.2892150462077953,0.3458603174603174,0.39859910156623707,0.3486793321040062,0.30766974136974135,0.4901521756095218,0.35958393439960556,11,5
0.41720000000000007,0.2575326235122271,0.29889062299126384,0.34846031746031747,0.4024608258097725,0.35174015749086746,0.30713640803640807,0.4885935425356713,0.3586083771795677,11,6
0.4204,0.26172346281879527,0.30235678470598215,0.3564603174603175,0.41362180641295254,0.3608892282892722,0.3128697413697414,0.5002502162171296,0.3662034163748515,11,7
0.414,0.25889577230574673,0.29876063547327475,0.35566031746031745,0.41254523017115896,0.3603002247319699,0.31753640803640804,0.5048067780017402,0.3711218685642847,11,8
0.36960000000000004,0.22864106617073368,0.2650759571618885,0.3206603174603174,0.37265752412100844,0.32445061376031487,0.2948697413697414,0.47209995127751553,0.3452433113398217,11,9
0.432,0.2694675851219868,0.3107053255960348,0.3662603174603175,0.42051284372923553,0.36898464349264787,0.31820307470307474,0.5046434040229772,0.37116426976773503,11,10
0.4288,0.2683962104584766,0.3095565870182613,0.36326031746031745,0.4190472678307817,0.3668430509431731,0.3206030747030747,0.5088227737391756,0.3743484535395188,11,11
0.41440000000000005,0.25961997374369494,0.29953291376654384,0.35886031746031744,0.41607722271446856,0.3631960127279167,0.314336408036408,0.49982087155327837,0.36705104168303254,11,12
0.39120000000000005,0.24492948880200527,0.28280210558120245,0.34646031746031747,0.40201307345045734,0.3503766647602699,0.3108697413697414,0.4946286250228436,0.3631581684710972,12,1
0.394,0.24396621413651634,0.28237502450061547,0.35326031746031744,0.4042441867098516,0.3551399046699255,0.3120697413697414,0.4957438138728453,0.36411437121077495,12,2
0.4136,0.2535067989271314,0.29549540203574876,0.36266031746031746,0.4182527123349273,0.3660086499448654,0.3198030747030747,0.5077016362508084,0.37337532307848315,12,3
0.41040000000000004,0.2566825374390794,0.2960761554349465,0.34906031746031746,0.4039845693755002,0.35314975564798295,0.3102030747030747,0.49321381563788014,0.36234115795553556,12,4
0.3864,0.2426770685812246,0.279108783343115,0.34126031746031743,0.3971531844890675,0.345865679164516,0.307536408036408,0.4913421085467929,0.36002359249142396,12,5
0.39920000000000005,0.24690951031103475,0.2859539392157194,0.3356603174603174,0.3886763357990778,0.33925173041961343,0.2960697413697414,0.4727381296601077,0.3461858275030089,12,6
0.4044,0.24980959827801258,0.28991412337407935,0.3496603174603174,0.4040751117992301,0.3534278134003017,0.30980307470307467,0.4933666494282055,0.3620615728756925,12,7
0.4084,0.25382495796369464,0.29355808732928257,0.35166031746031745,0.4042318021361836,0.35429539898120077,0.3128697413697413,0.4974980704641325,0.3653129317354218,12,8
0.39320000000000005,0.24427523103968116,0.2830330461116359,0.3488603174603174,0.40445157262770326,0.3531735070149088,0.3111364080364081,0.4948324760939244,0.3634652285983573,12,9
0.4,0.24928327982522355,0.2879097216487633,0.34846031746031747,0.40049191577580323,0.35109068432170465,0.30633640803640805,0.4875283908376114,0.35792863957548354,12,10
0.40920000000000006,0.2557376714055103,0.29511600073882216,0.3520603174603175,0.40856115102373686,0.35647471496602223,0.31406974136974136,0.5015531666436095,0.3674844245727758,12,11
0.414,0.25782141315993445,0.2978513612916141,0.35386031746031743,0.4082102711873609,0.3569843193137816,0.3146030747030747,0.49940544986638674,0.3671497870206912,12,12
