precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.4764,0.29172006676225615,0.3405167647823733,0.3919595238095238,0.4445004753096522,0.39337832072053913,0.3299133366633366,0.5178961495742657,0.3837994980074964,11,1
