precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@15,recall@15,f1@15,layer,head
0.282,0.12074201207289441,0.16794984591593828,0.21300000000000005,0.18071912238088708,0.19395911025306095,0.1753333333333333,0.21997109263285733,0.19349186573529317,11,11
